dob,season,sex,dod,mom_dob,age_at_delivery,age_at_death,treatment
1987-02-04T00:00:00Z,1987,f,2010-03-14T00:00:00Z,1982-02-04T00:00:00Z,5.002739726,23.12054795,control
1990-01-28T00:00:00Z,1990,f,2010-03-10T00:00:00Z,1982-03-27T00:00:00Z,7.846575342,20.1260274,control
2002-12-16T00:00:00Z,2003,m,2010-01-30T00:00:00Z,1991-01-26T00:00:00Z,11.89589041,7.128767123,control
2002-01-31T00:00:00Z,2002,f,2010-03-19T00:00:00Z,1982-02-21T00:00:00Z,19.95616438,8.134246575,control
2008-11-12T00:00:00Z,2009,m,2009-12-31T00:00:00Z,1997-12-22T00:00:00Z,10.89863014,1.134246575,control
2009-10-27T00:00:00Z,2010,m,2009-12-18T00:00:00Z,1998-01-04T00:00:00Z,11.81917808,0.142465753,control
2008-11-08T00:00:00Z,2009,f,2009-12-31T00:00:00Z,2004-12-09T00:00:00Z,3.917808219,1.145205479,control
1996-01-18T00:00:00Z,1996,f,2010-03-09T00:00:00Z,1991-04-01T00:00:00Z,4.802739726,14.14794521,control
2000-01-14T00:00:00Z,2000,f,2010-03-08T00:00:00Z,1987-02-07T00:00:00Z,12.94246575,10.15342466,control
1998-01-14T00:00:00Z,1998,m,2010-03-16T00:00:00Z,1991-01-27T00:00:00Z,6.969863014,12.17534247,control
1996-01-22T00:00:00Z,1996,m,2010-03-25T00:00:00Z,1992-01-10T00:00:00Z,4.035616438,14.18082192,control
1997-02-01T00:00:00Z,1997,f,2010-04-09T00:00:00Z,1986-02-21T00:00:00Z,10.95342466,13.19178082,control
2008-10-22T00:00:00Z,2009,f,2009-12-31T00:00:00Z,1999-12-02T00:00:00Z,8.895890411,1.191780822,control
2000-01-04T00:00:00Z,2000,f,2010-03-15T00:00:00Z,1991-01-27T00:00:00Z,8.942465753,10.2,control
1987-12-30T00:00:00Z,1988,f,2010-03-10T00:00:00Z,1982-02-21T00:00:00Z,5.857534247,22.20821918,control
2000-01-05T00:00:00Z,2000,f,2010-03-19T00:00:00Z,1987-12-07T00:00:00Z,12.08767123,10.20821918,control
2008-10-14T00:00:00Z,2009,m,2009-12-31T00:00:00Z,1994-02-11T00:00:00Z,14.68219178,1.21369863,control
2001-12-28T00:00:00Z,2002,f,2010-03-17T00:00:00Z,1990-02-16T00:00:00Z,11.87123288,8.221917808,control
1999-12-27T00:00:00Z,2000,f,2010-03-18T00:00:00Z,1989-12-26T00:00:00Z,10.00821918,10.23013699,control
2002-12-22T00:00:00Z,2003,f,2010-03-15T00:00:00Z,1989-01-12T00:00:00Z,13.95068493,7.232876712,control
2003-12-17T00:00:00Z,2004,f,2010-03-10T00:00:00Z,1983-03-06T00:00:00Z,20.79726027,6.232876712,control
2005-12-24T00:00:00Z,2006,f,2010-03-18T00:00:00Z,1993-01-08T00:00:00Z,12.96712329,4.232876712,control
2008-10-07T00:00:00Z,2009,f,2009-12-31T00:00:00Z,1998-01-04T00:00:00Z,10.76438356,1.232876712,control
2000-12-22T00:00:00Z,2001,m,2010-03-16T00:00:00Z,1992-01-10T00:00:00Z,8.956164384,9.235616438,control
2007-12-12T00:00:00Z,2008,m,2010-03-09T00:00:00Z,1998-01-22T00:00:00Z,9.893150685,2.24109589,control
1992-12-16T00:00:00Z,1993,f,2010-03-12T00:00:00Z,1989-01-02T00:00:00Z,3.956164384,17.24657534,control
2000-01-25T00:00:00Z,2000,m,2010-04-22T00:00:00Z,1992-12-14T00:00:00Z,7.117808219,10.24657534,control
2008-12-29T00:00:00Z,2009,m,2010-03-30T00:00:00Z,1996-02-15T00:00:00Z,12.87945205,1.249315068,control
2009-09-16T00:00:00Z,2010,f,2009-12-17T00:00:00Z,2000-01-14T00:00:00Z,9.679452055,0.252054795,control
2009-11-09T00:00:00Z,2010,m,2010-02-09T00:00:00Z,2003-12-17T00:00:00Z,5.901369863,0.252054795,control
2006-12-06T00:00:00Z,2007,m,2010-03-10T00:00:00Z,2000-12-07T00:00:00Z,6,3.260273973,control
2008-09-24T00:00:00Z,2009,m,2009-12-31T00:00:00Z,1993-01-02T00:00:00Z,15.7369863,1.268493151,control
2008-09-23T00:00:00Z,2009,f,2009-12-31T00:00:00Z,2003-11-25T00:00:00Z,4.832876712,1.271232877,control
2008-09-18T00:00:00Z,2009,f,2009-12-31T00:00:00Z,2003-12-09T00:00:00Z,4.780821918,1.284931507,control
2009-09-02T00:00:00Z,2010,f,2009-12-18T00:00:00Z,2005-10-16T00:00:00Z,3.882191781,0.293150685,control
2005-11-25T00:00:00Z,2006,m,2010-03-19T00:00:00Z,1988-02-29T00:00:00Z,17.75068493,4.315068493,control
1998-11-18T00:00:00Z,1999,f,2010-03-11T00:00:00Z,1993-01-02T00:00:00Z,5.879452055,11.31780822,control
2008-11-11T00:00:00Z,2009,m,2010-03-08T00:00:00Z,1997-03-28T00:00:00Z,11.63287671,1.320547945,control
2008-11-08T00:00:00Z,2009,m,2010-03-08T00:00:00Z,2003-12-04T00:00:00Z,4.934246575,1.328767123,control
2008-11-16T00:00:00Z,2009,f,2010-03-16T00:00:00Z,1991-02-13T00:00:00Z,17.76986301,1.328767123,control
1992-03-19T00:00:00Z,1992,f,2010-07-14T00:00:00Z,1986-04-15T00:00:00Z,5.931506849,18.33150685,control
2009-10-26T00:00:00Z,2010,f,2010-03-01T00:00:00Z,1996-02-15T00:00:00Z,13.70410959,0.345205479,control
1993-01-21T00:00:00Z,1993,f,2010-05-24T00:00:00Z,1982-03-27T00:00:00Z,10.83013699,17.34794521,control
2009-10-22T00:00:00Z,2010,f,2010-03-01T00:00:00Z,2005-10-25T00:00:00Z,3.994520548,0.356164384,control
2004-10-18T00:00:00Z,2005,m,2010-03-05T00:00:00Z,1999-11-14T00:00:00Z,4.931506849,5.380821918,control
2009-10-20T00:00:00Z,2010,m,2010-03-10T00:00:00Z,1996-03-21T00:00:00Z,13.59178082,0.38630137,control
2008-10-14T00:00:00Z,2009,m,2010-03-05T00:00:00Z,1992-01-25T00:00:00Z,16.73150685,1.389041096,control
2004-10-21T00:00:00Z,2005,m,2010-03-16T00:00:00Z,1996-01-06T00:00:00Z,8.797260274,5.402739726,control
2004-10-15T00:00:00Z,2005,m,2010-03-12T00:00:00Z,1994-12-27T00:00:00Z,9.808219178,5.408219178,control
2009-12-16T00:00:00Z,2010,m,2010-05-20T00:00:00Z,1987-01-14T00:00:00Z,22.9369863,0.424657534,control
2006-10-02T00:00:00Z,2007,f,2010-03-11T00:00:00Z,1999-12-01T00:00:00Z,6.84109589,3.44109589,control
2006-02-11T00:00:00Z,2006,m,2010-07-23T00:00:00Z,1996-01-06T00:00:00Z,10.10684932,4.446575342,control
2008-09-22T00:00:00Z,2009,f,2010-03-09T00:00:00Z,2004-11-11T00:00:00Z,3.865753425,1.460273973,control
2006-11-04T00:00:00Z,2007,m,2010-04-21T00:00:00Z,1997-02-03T00:00:00Z,9.756164384,3.463013699,control
1991-01-07T00:00:00Z,1991,f,2010-06-22T00:00:00Z,1986-03-24T00:00:00Z,4.794520548,19.46849315,control
2007-09-25T00:00:00Z,2008,f,2010-03-16T00:00:00Z,2002-12-15T00:00:00Z,4.780821918,2.473972603,control
2008-10-29T00:00:00Z,2009,m,2010-04-22T00:00:00Z,2004-11-01T00:00:00Z,3.994520548,1.479452055,control
2003-10-01T00:00:00Z,2004,f,2010-03-27T00:00:00Z,1987-01-16T00:00:00Z,16.71780822,6.490410959,control
2009-09-24T00:00:00Z,2010,m,2010-04-01T00:00:00Z,2001-12-28T00:00:00Z,7.745205479,0.517808219,control
2009-09-15T00:00:00Z,2010,f,2010-03-25T00:00:00Z,2004-12-09T00:00:00Z,4.769863014,0.523287671,control
2008-09-01T00:00:00Z,2009,m,2010-03-14T00:00:00Z,2002-11-05T00:00:00Z,5.82739726,1.531506849,control
2007-09-25T00:00:00Z,2008,m,2010-04-21T00:00:00Z,2000-12-08T00:00:00Z,6.8,2.57260274,control
2009-09-26T00:00:00Z,2010,f,2010-04-23T00:00:00Z,1998-11-30T00:00:00Z,10.83013699,0.57260274,control
1994-12-27T00:00:00Z,1995,f,2010-07-22T00:00:00Z,1990-01-24T00:00:00Z,4.926027397,15.57808219,control
1996-12-05T00:00:00Z,1997,f,2010-07-06T00:00:00Z,1986-01-26T00:00:00Z,10.86575342,13.59178082,control
2005-10-31T00:00:00Z,2006,m,2010-06-04T00:00:00Z,2000-12-31T00:00:00Z,4.835616438,4.594520548,control
2009-10-18T00:00:00Z,2010,f,2010-06-04T00:00:00Z,2004-01-03T00:00:00Z,5.794520548,0.62739726,control
2003-01-01T00:00:00Z,2003,f,2010-08-17T00:00:00Z,1988-01-27T00:00:00Z,14.93972603,7.630136986,control
1990-12-19T00:00:00Z,1991,m,2010-08-19T00:00:00Z,1985-02-11T00:00:00Z,5.854794521,19.67945205,control
1995-02-28T00:00:00Z,1995,m,2010-11-04T00:00:00Z,1982-01-31T00:00:00Z,13.08493151,15.69315068,control
2005-10-27T00:00:00Z,2006,m,2010-07-23T00:00:00Z,1998-01-22T00:00:00Z,7.767123288,4.739726027,control
2004-11-19T00:00:00Z,2005,m,2010-08-19T00:00:00Z,1997-12-28T00:00:00Z,6.898630137,5.750684932,control
2009-10-01T00:00:00Z,2010,m,2010-07-13T00:00:00Z,1999-12-27T00:00:00Z,9.769863014,0.780821918,control
2009-09-06T00:00:00Z,2010,f,2010-06-25T00:00:00Z,2003-12-07T00:00:00Z,5.753424658,0.8,control
2007-10-17T00:00:00Z,2008,m,2010-09-01T00:00:00Z,1999-12-01T00:00:00Z,7.882191781,2.876712329,control
2002-11-29T00:00:00Z,2003,m,2010-10-21T00:00:00Z,1994-01-18T00:00:00Z,8.868493151,7.898630137,control
2006-10-26T00:00:00Z,2007,f,2010-09-20T00:00:00Z,1999-12-20T00:00:00Z,6.854794521,3.904109589,control
1999-12-02T00:00:00Z,2000,f,2010-11-02T00:00:00Z,1991-01-29T00:00:00Z,8.846575342,10.9260274,control
2010-11-29T00:00:00Z,2011,m,2010-11-30T00:00:00Z,1996-02-18T00:00:00Z,14.7890411,0.002739726,control
2010-10-11T00:00:00Z,2011,f,2010-10-13T00:00:00Z,2006-12-07T00:00:00Z,3.846575342,0.005479452,control
2010-11-21T00:00:00Z,2011,u,2010-11-24T00:00:00Z,1992-01-10T00:00:00Z,18.87671233,0.008219178,control
2010-09-08T00:00:00Z,2011,f,2010-09-13T00:00:00Z,1994-12-26T00:00:00Z,15.71232877,0.01369863,control
2008-09-29T00:00:00Z,2009,m,2010-10-05T00:00:00Z,2002-12-15T00:00:00Z,5.794520548,2.016438356,control
2010-10-27T00:00:00Z,2011,u,2010-11-02T00:00:00Z,1999-12-02T00:00:00Z,10.90958904,0.016438356,control
2010-10-28T00:00:00Z,2011,m,2010-11-03T00:00:00Z,2003-10-30T00:00:00Z,7,0.016438356,control
2010-11-03T00:00:00Z,2011,m,2010-11-09T00:00:00Z,1991-01-27T00:00:00Z,19.78082192,0.016438356,control
2010-11-12T00:00:00Z,2011,m,2010-11-21T00:00:00Z,1995-01-31T00:00:00Z,15.79178082,0.024657534,control
2005-10-02T00:00:00Z,2006,f,2010-10-18T00:00:00Z,1994-12-27T00:00:00Z,10.77260274,5.046575342,control
2001-01-24T00:00:00Z,2001,f,2011-02-16T00:00:00Z,1992-02-21T00:00:00Z,8.931506849,10.06849315,control
2010-10-06T00:00:00Z,2011,f,2010-11-10T00:00:00Z,2001-01-24T00:00:00Z,9.704109589,0.095890411,control
2010-11-04T00:00:00Z,2011,m,2010-12-14T00:00:00Z,1994-02-11T00:00:00Z,16.73972603,0.109589041,control
2010-10-24T00:00:00Z,2011,m,2010-12-15T00:00:00Z,2004-11-04T00:00:00Z,5.97260274,0.142465753,control
2010-10-22T00:00:00Z,2011,m,2010-12-14T00:00:00Z,2007-01-03T00:00:00Z,3.802739726,0.145205479,control
2009-12-18T00:00:00Z,2010,m,2011-02-16T00:00:00Z,2004-11-04T00:00:00Z,5.123287671,1.164383562,control
2009-10-31T00:00:00Z,2010,m,2010-12-31T00:00:00Z,2003-12-11T00:00:00Z,5.893150685,1.167123288,control
2009-12-11T00:00:00Z,2010,f,2011-02-15T00:00:00Z,1997-03-28T00:00:00Z,12.71506849,1.180821918,control
1999-12-20T00:00:00Z,2000,f,2011-02-24T00:00:00Z,1991-02-08T00:00:00Z,8.868493151,11.1890411,control
2010-10-04T00:00:00Z,2011,m,2010-12-14T00:00:00Z,1995-12-10T00:00:00Z,14.82739726,0.194520548,control
2003-12-07T00:00:00Z,2004,f,2011-02-16T00:00:00Z,1989-02-24T00:00:00Z,14.79178082,7.2,control
2004-11-17T00:00:00Z,2005,f,2011-01-28T00:00:00Z,1998-01-14T00:00:00Z,6.846575342,6.2,control
2010-11-07T00:00:00Z,2011,f,2011-01-19T00:00:00Z,2001-11-12T00:00:00Z,8.991780822,0.2,control
2010-09-26T00:00:00Z,2011,f,2010-12-09T00:00:00Z,2003-01-05T00:00:00Z,7.728767123,0.202739726,control
2005-11-02T00:00:00Z,2006,m,2011-01-15T00:00:00Z,1996-12-25T00:00:00Z,8.860273973,5.205479452,control
1997-01-31T00:00:00Z,1997,m,2011-04-14T00:00:00Z,1987-01-19T00:00:00Z,10.04109589,14.20821918,control
2004-11-04T00:00:00Z,2005,f,2011-01-21T00:00:00Z,1993-01-20T00:00:00Z,11.79726027,6.216438356,control
2010-10-09T00:00:00Z,2011,m,2010-12-29T00:00:00Z,2005-11-22T00:00:00Z,4.882191781,0.221917808,control
2009-10-24T00:00:00Z,2010,f,2011-01-26T00:00:00Z,1999-12-27T00:00:00Z,9.832876712,1.257534247,control
1997-03-29T00:00:00Z,1997,m,2011-06-28T00:00:00Z,1987-01-20T00:00:00Z,10.19452055,14.25753425,control
2000-11-14T00:00:00Z,2001,m,2011-02-17T00:00:00Z,1993-03-06T00:00:00Z,7.698630137,10.26575342,control
2010-10-15T00:00:00Z,2011,m,2011-01-21T00:00:00Z,2004-11-27T00:00:00Z,5.884931507,0.268493151,control
2009-11-01T00:00:00Z,2010,m,2011-02-10T00:00:00Z,2004-11-30T00:00:00Z,4.923287671,1.276712329,control
1998-02-09T00:00:00Z,1998,m,2011-05-27T00:00:00Z,1983-02-05T00:00:00Z,15.02191781,13.30136986,control
1995-03-15T00:00:00Z,1995,m,2011-07-01T00:00:00Z,1980-02-09T00:00:00Z,15.10410959,16.30684932,control
1999-01-27T00:00:00Z,1999,f,2011-05-22T00:00:00Z,1987-02-07T00:00:00Z,11.97808219,12.32328767,control
2009-10-21T00:00:00Z,2010,f,2011-02-16T00:00:00Z,2004-11-27T00:00:00Z,4.901369863,1.323287671,control
2009-09-21T00:00:00Z,2010,f,2011-01-19T00:00:00Z,1999-12-28T00:00:00Z,9.739726027,1.328767123,control
1992-02-21T00:00:00Z,1992,f,2011-06-22T00:00:00Z,1982-02-22T00:00:00Z,10.00273973,19.34520548,control
1994-12-26T00:00:00Z,1995,f,2011-04-27T00:00:00Z,1989-01-19T00:00:00Z,5.936986301,16.34520548,control
2009-10-23T00:00:00Z,2010,f,2011-03-01T00:00:00Z,2005-11-07T00:00:00Z,3.961643836,1.353424658,control
1996-12-11T00:00:00Z,1997,f,2011-04-25T00:00:00Z,1987-01-26T00:00:00Z,9.882191781,14.37808219,control
2009-09-27T00:00:00Z,2010,f,2011-02-16T00:00:00Z,2001-01-24T00:00:00Z,8.679452055,1.389041096,control
2010-09-14T00:00:00Z,2011,f,2011-02-18T00:00:00Z,2003-12-07T00:00:00Z,6.775342466,0.430136986,control
2008-09-10T00:00:00Z,2009,f,2011-02-15T00:00:00Z,2002-12-08T00:00:00Z,5.761643836,2.432876712,control
2003-12-11T00:00:00Z,2004,f,2011-05-17T00:00:00Z,1992-01-15T00:00:00Z,11.91232877,7.435616438,control
2009-09-05T00:00:00Z,2010,f,2011-02-11T00:00:00Z,2000-02-25T00:00:00Z,9.534246575,1.435616438,control
2010-10-10T00:00:00Z,2011,f,2011-03-21T00:00:00Z,1995-01-30T00:00:00Z,15.70410959,0.443835616,control
1992-01-25T00:00:00Z,1992,f,2011-07-01T00:00:00Z,1987-12-07T00:00:00Z,4.136986301,19.44383562,control
2010-11-04T00:00:00Z,2011,m,2011-04-26T00:00:00Z,1999-01-27T00:00:00Z,11.77808219,0.473972603,control
2006-10-08T00:00:00Z,2007,m,2011-04-01T00:00:00Z,1993-02-24T00:00:00Z,13.62739726,4.482191781,control
2003-01-06T00:00:00Z,2003,m,2011-07-07T00:00:00Z,1995-02-02T00:00:00Z,7.931506849,8.504109589,control
1999-12-30T00:00:00Z,2000,f,2011-07-05T00:00:00Z,1988-12-18T00:00:00Z,11.03835616,11.52054795,control
2010-11-02T00:00:00Z,2011,f,2011-05-13T00:00:00Z,1996-12-11T00:00:00Z,13.90136986,0.526027397,control
1989-01-22T00:00:00Z,1989,f,2011-08-04T00:00:00Z,1984-02-27T00:00:00Z,4.906849315,22.54520548,control
2003-10-30T00:00:00Z,2004,f,2011-05-18T00:00:00Z,1991-02-08T00:00:00Z,12.73150685,7.553424658,control
2010-09-23T00:00:00Z,2011,f,2011-04-16T00:00:00Z,2003-12-11T00:00:00Z,6.789041096,0.561643836,control
2004-11-13T00:00:00Z,2005,m,2011-06-08T00:00:00Z,1998-01-04T00:00:00Z,6.863013699,6.569863014,control
1998-12-07T00:00:00Z,1999,f,2011-07-10T00:00:00Z,1985-04-01T00:00:00Z,13.69315068,12.59726027,control
1992-01-10T00:00:00Z,1992,f,2011-08-16T00:00:00Z,1983-01-31T00:00:00Z,8.947945205,19.6109589,control
2010-10-04T00:00:00Z,2011,m,2011-05-19T00:00:00Z,2005-10-13T00:00:00Z,4.978082192,0.621917808,control
1990-01-24T00:00:00Z,1990,f,2011-09-05T00:00:00Z,1981-04-24T00:00:00Z,8.75890411,21.62739726,control
1993-11-16T00:00:00Z,1994,m,2011-06-29T00:00:00Z,1983-01-14T00:00:00Z,10.84657534,17.62739726,control
1988-01-13T00:00:00Z,1988,m,2011-09-04T00:00:00Z,1981-04-24T00:00:00Z,6.726027397,23.65753425,control
1994-12-30T00:00:00Z,1995,f,2011-08-26T00:00:00Z,1987-01-18T00:00:00Z,7.953424658,16.66575342,control
1994-01-02T00:00:00Z,1994,f,2011-09-01T00:00:00Z,1989-04-02T00:00:00Z,4.756164384,17.6739726,control
1993-03-01T00:00:00Z,1993,m,2011-11-01T00:00:00Z,1980-03-16T00:00:00Z,12.96712329,18.68219178,control
1990-04-03T00:00:00Z,1990,f,2011-12-05T00:00:00Z,1981-06-13T00:00:00Z,8.810958904,21.68767123,control
1995-12-10T00:00:00Z,1996,f,2011-08-24T00:00:00Z,1990-02-20T00:00:00Z,5.805479452,15.71506849,control
2007-11-19T00:00:00Z,2008,f,2011-08-11T00:00:00Z,2001-11-17T00:00:00Z,6.008219178,3.728767123,control
2010-09-26T00:00:00Z,2011,f,2011-06-24T00:00:00Z,1999-12-30T00:00:00Z,10.74794521,0.742465753,control
2006-11-14T00:00:00Z,2007,f,2011-08-17T00:00:00Z,1999-01-06T00:00:00Z,7.860273973,4.75890411,control
2011-01-01T00:00:00Z,2011,f,2011-10-07T00:00:00Z,1989-02-23T00:00:00Z,21.86849315,0.764383562,control
1989-01-24T00:00:00Z,1989,m,2011-10-28T00:00:00Z,1981-04-24T00:00:00Z,7.75890411,22.77260274,control
1990-02-02T00:00:00Z,1990,m,2011-11-17T00:00:00Z,1985-01-01T00:00:00Z,5.090410959,21.80273973,control
1990-02-16T00:00:00Z,1990,f,2011-12-16T00:00:00Z,1984-01-21T00:00:00Z,6.076712329,21.84383562,control
2010-10-24T00:00:00Z,2011,m,2011-08-29T00:00:00Z,1992-02-21T00:00:00Z,18.68493151,0.846575342,control
2010-11-07T00:00:00Z,2011,m,2011-09-21T00:00:00Z,1994-01-19T00:00:00Z,16.8109589,0.871232877,control
1991-12-22T00:00:00Z,1992,f,2011-11-24T00:00:00Z,1980-02-09T00:00:00Z,11.8739726,19.9369863,control
1985-03-09T00:00:00Z,1985,f,2012-02-13T00:00:00Z,1981-02-22T00:00:00Z,4.043835616,26.95068493,control
2011-07-15T00:00:00Z,2012,m,2011-07-15T00:00:00Z,1992-12-14T00:00:00Z,18.59452055,0,control
2011-09-11T00:00:00Z,2012,f,2011-09-12T00:00:00Z,1994-02-11T00:00:00Z,17.59178082,0.002739726,control
2011-10-04T00:00:00Z,2012,f,2011-10-06T00:00:00Z,2005-11-22T00:00:00Z,5.868493151,0.005479452,control
2011-09-29T00:00:00Z,2012,m,2011-10-03T00:00:00Z,1991-02-13T00:00:00Z,20.63835616,0.010958904,control
2005-01-11T00:00:00Z,2005,m,2012-01-15T00:00:00Z,1991-04-02T00:00:00Z,13.7890411,7.01369863,control
2011-12-03T00:00:00Z,2012,f,2011-12-08T00:00:00Z,1990-04-03T00:00:00Z,21.68219178,0.01369863,control
2011-11-20T00:00:00Z,2012,f,2011-12-01T00:00:00Z,1991-01-27T00:00:00Z,20.82739726,0.030136986,control
2011-12-01T00:00:00Z,2012,f,2011-12-12T00:00:00Z,1995-01-31T00:00:00Z,16.84383562,0.030136986,control
2011-08-15T00:00:00Z,2012,f,2011-08-28T00:00:00Z,1999-12-16T00:00:00Z,11.67123288,0.035616438,control
1992-04-02T00:00:00Z,1992,f,2012-04-15T00:00:00Z,1980-02-04T00:00:00Z,12.16712329,20.04931507,control
1988-02-12T00:00:00Z,1988,f,2012-02-28T00:00:00Z,1981-02-22T00:00:00Z,6.975342466,24.06027397,control
2011-11-07T00:00:00Z,2012,f,2011-11-29T00:00:00Z,1991-02-08T00:00:00Z,20.75890411,0.060273973,control
2011-11-13T00:00:00Z,2012,m,2011-12-05T00:00:00Z,1991-02-13T00:00:00Z,20.76164384,0.060273973,control
2006-10-17T00:00:00Z,2007,m,2011-11-09T00:00:00Z,1992-11-28T00:00:00Z,13.89315068,5.065753425,control
2011-09-24T00:00:00Z,2012,m,2011-11-07T00:00:00Z,1991-12-22T00:00:00Z,19.76986301,0.120547945,control
2011-09-07T00:00:00Z,2012,m,2011-11-01T00:00:00Z,2004-11-27T00:00:00Z,6.780821918,0.150684932,control
1991-02-13T00:00:00Z,1991,m,2012-04-11T00:00:00Z,1984-02-10T00:00:00Z,7.01369863,21.17260274,control
2011-08-25T00:00:00Z,2012,f,2011-10-31T00:00:00Z,1996-02-18T00:00:00Z,15.5260274,0.183561644,control
2011-08-31T00:00:00Z,2012,m,2011-11-13T00:00:00Z,2004-11-30T00:00:00Z,6.753424658,0.202739726,control
1992-02-21T00:00:00Z,1992,m,2012-05-05T00:00:00Z,1985-03-09T00:00:00Z,6.95890411,20.21643836,control
2004-11-27T00:00:00Z,2005,f,2012-02-19T00:00:00Z,1990-02-25T00:00:00Z,14.76438356,7.232876712,control
1999-12-26T00:00:00Z,2000,m,2012-03-20T00:00:00Z,1993-06-15T00:00:00Z,6.534246575,12.24109589,control
1998-01-22T00:00:00Z,1998,f,2012-04-17T00:00:00Z,1992-12-14T00:00:00Z,5.109589041,14.24383562,control
2011-08-24T00:00:00Z,2012,m,2011-12-02T00:00:00Z,2006-12-07T00:00:00Z,4.715068493,0.273972603,control
2004-01-02T00:00:00Z,2004,m,2012-04-19T00:00:00Z,1997-01-20T00:00:00Z,6.953424658,8.301369863,control
2010-10-03T00:00:00Z,2011,m,2012-01-25T00:00:00Z,2002-01-06T00:00:00Z,8.745205479,1.312328767,control
2004-12-09T00:00:00Z,2005,f,2012-04-03T00:00:00Z,1993-06-15T00:00:00Z,11.49315068,7.320547945,control
2011-09-14T00:00:00Z,2012,m,2012-01-12T00:00:00Z,2002-11-05T00:00:00Z,8.863013699,0.328767123,control
2000-12-31T00:00:00Z,2001,f,2012-05-01T00:00:00Z,1990-11-23T00:00:00Z,10.11232877,11.33972603,control
2009-11-19T00:00:00Z,2010,f,2012-04-02T00:00:00Z,2003-11-10T00:00:00Z,6.030136986,2.369863014,control
2011-08-14T00:00:00Z,2012,m,2011-12-28T00:00:00Z,2004-11-06T00:00:00Z,6.77260274,0.37260274,control
2000-12-03T00:00:00Z,2001,m,2012-04-18T00:00:00Z,1985-01-01T00:00:00Z,15.93150685,11.38082192,control
2009-09-18T00:00:00Z,2010,f,2012-02-09T00:00:00Z,2004-11-29T00:00:00Z,4.805479452,2.394520548,control
2011-09-21T00:00:00Z,2012,m,2012-02-21T00:00:00Z,1996-12-25T00:00:00Z,14.74794521,0.419178082,control
2002-11-28T00:00:00Z,2003,m,2012-04-30T00:00:00Z,1994-12-27T00:00:00Z,7.926027397,9.42739726,control
2009-09-16T00:00:00Z,2010,f,2012-02-25T00:00:00Z,1994-01-19T00:00:00Z,15.66849315,2.443835616,control
1999-12-01T00:00:00Z,2000,f,2012-05-11T00:00:00Z,1992-03-19T00:00:00Z,7.706849315,12.45205479,control
2012-01-15T00:00:00Z,2012,f,2012-07-12T00:00:00Z,1993-01-02T00:00:00Z,19.04657534,0.490410959,control
2010-09-21T00:00:00Z,2011,f,2012-03-21T00:00:00Z,2002-11-05T00:00:00Z,7.882191781,1.498630137,control
2000-01-06T00:00:00Z,2000,m,2012-07-09T00:00:00Z,1989-01-12T00:00:00Z,10.9890411,12.51506849,control
2010-10-05T00:00:00Z,2011,m,2012-04-14T00:00:00Z,2005-10-25T00:00:00Z,4.947945205,1.526027397,control
2007-01-03T00:00:00Z,2007,f,2012-07-23T00:00:00Z,1991-12-22T00:00:00Z,15.04383562,5.556164384,control
2011-08-22T00:00:00Z,2012,m,2012-03-15T00:00:00Z,1998-07-02T00:00:00Z,13.14794521,0.564383562,control
1993-01-02T00:00:00Z,1993,f,2012-07-23T00:00:00Z,1983-02-05T00:00:00Z,9.915068493,19.56712329,control
2011-11-27T00:00:00Z,2012,f,2012-06-26T00:00:00Z,1994-12-28T00:00:00Z,16.9260274,0.580821918,control
2004-11-15T00:00:00Z,2005,m,2012-06-20T00:00:00Z,1999-01-12T00:00:00Z,5.846575342,7.6,control
2005-10-13T00:00:00Z,2006,m,2012-05-19T00:00:00Z,1999-02-11T00:00:00Z,6.673972603,6.602739726,control
2009-08-10T00:00:00Z,2010,m,2012-03-19T00:00:00Z,2004-11-14T00:00:00Z,4.739726027,2.608219178,control
1999-11-04T00:00:00Z,2000,m,2012-06-15T00:00:00Z,1992-01-25T00:00:00Z,7.780821918,12.62191781,control
1999-01-29T00:00:00Z,1999,f,2012-09-12T00:00:00Z,1994-03-01T00:00:00Z,4.917808219,13.63013699,control
2011-10-11T00:00:00Z,2012,f,2012-05-30T00:00:00Z,1999-12-27T00:00:00Z,11.79726027,0.635616438,control
2011-09-18T00:00:00Z,2012,m,2012-05-09T00:00:00Z,1993-02-10T00:00:00Z,18.61369863,0.64109589,control
2004-09-30T00:00:00Z,2005,m,2012-05-21T00:00:00Z,1997-02-22T00:00:00Z,7.608219178,7.643835616,control
2011-10-25T00:00:00Z,2012,m,2012-06-21T00:00:00Z,1987-01-16T00:00:00Z,24.7890411,0.657534247,control
2010-10-08T00:00:00Z,2011,f,2012-06-06T00:00:00Z,2000-12-08T00:00:00Z,9.838356164,1.663013699,control
2011-10-18T00:00:00Z,2012,f,2012-06-19T00:00:00Z,1992-04-02T00:00:00Z,19.55616438,0.671232877,control
2001-11-26T00:00:00Z,2002,f,2012-08-02T00:00:00Z,1993-01-21T00:00:00Z,8.852054795,10.69041096,control
1993-01-03T00:00:00Z,1993,f,2012-09-11T00:00:00Z,1983-03-17T00:00:00Z,9.808219178,19.70136986,control
1998-11-30T00:00:00Z,1999,f,2012-08-10T00:00:00Z,1982-03-27T00:00:00Z,16.69041096,13.70410959,control
2006-11-03T00:00:00Z,2007,m,2012-07-29T00:00:00Z,1989-01-22T00:00:00Z,17.79178082,5.739726027,control
